roi_id,site_id,soil,mesquite,pixel_size
r-4892,NORT,0.595,0.405,1
r-4893,NORT,0.736,0.264,1
r-4894,NORT,1,0,1
r-4895,NORT,1,0,1
r-4896,NORT,0,1,1
r-4897,NORT,1,0,1
r-4898,NORT,1,0,1
r-4899,NORT,1,0,1
r-4900,NORT,0.95,0.05,1
r-4901,NORT,1,0,1
r-4902,NORT,1,0,1
r-4903,NORT,1,0,1
r-4904,NORT,1,0,1
r-4905,NORT,1,0,1
r-4906,NORT,0,1,1
r-4907,NORT,1,0,1
r-4908,NORT,0,1,1
r-4909,NORT,0.851,0.149,1
r-4910,NORT,1,0,1
r-4911,NORT,0,1,1
r-4912,NORT,1,0,1
r-4913,NORT,0.008,0.992,1
r-4914,NORT,1,0,1
r-4915,NORT,0,1,1
r-4916,NORT,0,1,1
r-4917,NORT,1,0,1
r-4918,NORT,1,0,1
r-4919,NORT,1,0,1
r-4920,NORT,1,0,1
r-4921,NORT,0.95,0.05,1
r-4922,NORT,1,0,1
r-4923,NORT,1,0,1
r-4924,NORT,0,1,1
r-4925,NORT,0.215,0.785,1
r-4926,NORT,1,0,1
r-4927,NORT,0,1,1
r-4928,NORT,1,0,1
r-4929,NORT,1,0,1
r-4930,NORT,1,0,1
r-4931,NORT,1,0,1
r-4932,NORT,1,0,1
r-4933,NORT,1,0,1
r-4934,NORT,0.901,0.099,1
r-4935,NORT,1,0,1
r-4936,NORT,0.099,0.901,1
r-4937,NORT,0.008,0.992,1
r-4938,NORT,1,0,1
r-4939,NORT,1,0,1
r-4940,NORT,1,0,1
r-4941,NORT,1,0,1
r-4942,NORT,1,0,1
r-4943,NORT,0.521,0.479,1
r-4944,NORT,1,0,1
r-4945,NORT,1,0,1
r-4946,NORT,0.62,0.38,1
r-4947,NORT,1,0,1
r-4948,NORT,1,0,1
r-4949,NORT,0,1,1
r-4950,NORT,1,0,1
r-4951,NORT,1,0,1
r-4952,NORT,0.884,0.116,1
r-4953,NORT,1,0,1
r-4954,NORT,0.612,0.388,1
r-4955,NORT,0.917,0.083,1
r-4956,NORT,1,0,1
r-4957,NORT,1,0,1
r-4958,NORT,0.884,0.116,1
r-4959,NORT,1,0,1
r-4960,NORT,1,0,1
r-4961,NORT,0,1,1
r-4962,NORT,0.223,0.777,1
r-4963,NORT,0,1,1
r-4964,NORT,0.975,0.025,1
r-4965,NORT,1,0,1
r-4966,NORT,1,0,1
r-4967,NORT,0.132,0.868,1
r-4968,NORT,1,0,1
r-4969,NORT,1,0,1
r-4970,NORT,0,1,1
r-4971,NORT,0,1,1
r-4972,NORT,0.702,0.298,1
r-4973,NORT,0,1,1
r-4974,NORT,0.273,0.727,1
r-4975,NORT,0,1,1
r-4976,NORT,0.76,0.24,1
r-4977,NORT,0.835,0.165,1
r-4978,NORT,0.959,0.041,1
r-4979,NORT,0,1,1
r-4980,NORT,0,1,1
r-4981,NORT,1,0,1
r-4982,NORT,1,0,1
r-4983,NORT,0.603,0.397,1
r-4984,NORT,1,0,1
r-4985,NORT,0,1,1
r-4986,NORT,0.306,0.694,1
r-4987,NORT,0,1,1
r-4988,NORT,1,0,1
r-4989,NORT,1,0,1
r-4990,NORT,1,0,1
r-4991,NORT,0,1,1
r-4992,NORT,1,0,1
r-4993,NORT,0.058,0.942,1
r-4994,NORT,0,1,1
r-4995,NORT,1,0,1
r-4996,NORT,1,0,1
r-4997,NORT,1,0,1
r-4998,NORT,1,0,1
r-4999,NORT,1,0,1
r-5000,NORT,1,0,1
r-5001,NORT,0.712,0.288,2
r-5002,NORT,0.925,0.075,2
r-5003,NORT,1,0,2
r-5004,NORT,1,0,2
r-5005,NORT,0.227,0.773,2
r-5006,NORT,0.764,0.236,2
r-5007,NORT,1,0,2
r-5008,NORT,1,0,2
r-5009,NORT,1,0,2
r-5010,NORT,1,0,2
r-5011,NORT,1,0,2
r-5012,NORT,0,1,2
r-5013,NORT,0.991,0.009,2
r-5014,NORT,0.435,0.565,2
r-5015,NORT,1,0,2
r-5016,NORT,1,0,2
r-5017,NORT,1,0,2
r-5018,NORT,0.814,0.186,2
r-5019,NORT,0.93,0.07,2
r-5020,NORT,1,0,2
r-5021,NORT,0.435,0.565,2
r-5022,NORT,0.261,0.739,2
r-5023,NORT,0.422,0.578,2
r-5024,NORT,0.626,0.374,2
r-5025,NORT,1,0,2
r-5026,NORT,0.535,0.465,2
r-5027,NORT,0.023,0.977,2
r-5028,NORT,0.567,0.433,2
r-5029,NORT,0.039,0.961,2
r-5030,NORT,0.299,0.701,2
r-5031,NORT,1,0,2
r-5032,NORT,0.991,0.009,2
r-5033,NORT,0.014,0.986,2
r-5034,NORT,1,0,2
r-5035,NORT,1,0,2
r-5036,NORT,1,0,2
r-5037,NORT,0.88,0.12,2
r-5038,NORT,0.125,0.875,2
r-5039,NORT,0.946,0.054,2
r-5040,NORT,0,1,2
r-5041,NORT,1,0,2
r-5042,NORT,1,0,2
r-5043,NORT,1,0,2
r-5044,NORT,1,0,2
r-5045,NORT,1,0,2
r-5046,NORT,0.907,0.093,2
r-5047,NORT,1,0,2
r-5048,NORT,1,0,2
r-5049,NORT,0.984,0.016,2
r-5050,NORT,1,0,2
r-5051,NORT,1,0,2
r-5052,NORT,0.993,0.007,2
r-5053,NORT,1,0,2
r-5054,NORT,1,0,2
r-5055,NORT,0.188,0.812,2
r-5056,NORT,1,0,2
r-5057,NORT,1,0,2
r-5058,NORT,0.422,0.578,2
r-5059,NORT,1,0,2
r-5060,NORT,1,0,2
r-5061,NORT,1,0,2
r-5062,NORT,0,1,2
r-5063,NORT,1,0,2
r-5064,NORT,1,0,2
r-5065,NORT,1,0,2
r-5066,NORT,0.853,0.147,2
r-5067,NORT,1,0,2
r-5068,NORT,0.814,0.186,2
r-5069,NORT,0.181,0.819,2
r-5070,NORT,1,0,2
r-5071,NORT,1,0,2
r-5072,NORT,0,1,2
r-5073,NORT,1,0,2
r-5074,NORT,1,0,2
r-5075,NORT,0.898,0.102,2
r-5076,NORT,0,1,2
r-5077,NORT,1,0,2
r-5078,NORT,1,0,2
r-5079,NORT,0,1,2
r-5080,NORT,1,0,2
r-5081,NORT,0.71,0.29,2
r-5082,NORT,0.454,0.546,2
r-5083,NORT,1,0,2
r-5084,NORT,1,0,2
r-5085,NORT,0.19,0.81,2
r-5086,NORT,0.975,0.025,2
r-5087,NORT,0.272,0.728,2
r-5088,NORT,1,0,2
r-5089,NORT,0.912,0.088,2
r-5090,NORT,0.333,0.667,2
r-5091,NORT,0.939,0.061,2
r-5092,NORT,0,1,2
r-5093,NORT,0.671,0.329,2
r-5094,NORT,1,0,2
r-5095,NORT,1,0,2
r-5096,NORT,0,1,2
r-5097,NORT,0.925,0.075,2
r-5098,NORT,0.841,0.159,2
r-5099,NORT,0.9,0.1,2
r-5100,NORT,0.624,0.376,2
r-5101,NORT,0.986,0.014,2
r-5102,NORT,1,0,2
r-5103,NORT,0.456,0.544,2
r-5104,NORT,1,0,2
r-5105,NORT,1,0,2
r-5106,NORT,1,0,2
r-5107,NORT,1,0,2
r-5108,NORT,1,0,2
r-5109,NORT,0,1,2
r-5110,NORT,1,0,2
r-5111,NORT,0.782,0.218,2
r-5112,NORT,1,0,2
r-5113,NORT,1,0,2
r-5114,NORT,0,1,2
r-5115,NORT,0.998,0.002,2
r-5116,NORT,0.576,0.424,2
r-5117,NORT,0.05,0.95,2
r-5118,NORT,0.161,0.839,2
r-5119,NORT,0.009,0.991,2
r-5120,NORT,0.946,0.054,2
r-5121,NORT,0.624,0.376,2
r-5122,NORT,1,0,2
r-5123,NORT,0,1,2
r-5124,NORT,0.268,0.732,2
r-5125,NORT,1,0,2
r-5126,NORT,0.812,0.188,2
r-5127,NORT,0.374,0.626,2
r-5128,NORT,1,0,2
r-5129,NORT,0,1,2
r-5130,NORT,1,0,2
r-5131,NORT,1,0,2
r-5132,NORT,0.859,0.141,2
r-5133,NORT,1,0,2
r-5134,NORT,0,1,2
r-5135,NORT,1,0,2
r-5136,NORT,1,0,2
r-5137,NORT,1,0,2
r-5138,NORT,1,0,2
r-5139,NORT,0.957,0.043,2
r-5140,NORT,1,0,2
r-5141,NORT,0.961,0.039,2
r-5142,NORT,0.907,0.093,2
r-5143,NORT,0,1,2
r-5144,NORT,0.429,0.571,2
r-5145,NORT,1,0,2
r-5146,NORT,1,0,2
r-5147,NORT,1,0,2
r-5148,NORT,1,0,2
r-5149,NORT,0.991,0.009,2
r-5150,NORT,0.868,0.132,2
r-5151,NORT,1,0,2
r-5152,NORT,1,0,2
r-5153,NORT,1,0,2
r-5154,NORT,0.49,0.51,2
r-5155,NORT,1,0,2
r-5156,NORT,1,0,2
r-5157,NORT,0.54,0.46,2
r-5158,NORT,1,0,2
r-5159,NORT,0.596,0.404,2
r-5160,NORT,1,0,2
r-5161,NORT,1,0,2
r-5162,NORT,1,0,2
r-5163,NORT,1,0,2
r-5164,NORT,0,1,2
r-5165,NORT,1,0,2
r-5166,NORT,0.943,0.057,2
r-5167,NORT,0,1,2
r-5168,NORT,1,0,2
r-5169,NORT,1,0,2
r-5170,NORT,0,1,2
r-5171,NORT,0,1,2
r-5172,NORT,0,1,2
r-5173,NORT,0.975,0.025,2
r-5174,NORT,0.857,0.143,2
r-5175,NORT,0.469,0.531,2
r-5176,NORT,0.807,0.193,2
r-5177,NORT,1,0,2
r-5178,NORT,0.238,0.762,2
r-5179,NORT,0,1,2
r-5180,NORT,1,0,2
r-5181,NORT,0,1,2
r-5182,NORT,1,0,2
r-5183,NORT,0.331,0.669,2
r-5184,NORT,1,0,2
r-5185,NORT,0.891,0.109,2
r-5186,NORT,0.984,0.016,2
r-5187,NORT,0.293,0.707,2
r-5188,NORT,1,0,2
r-5189,NORT,0,1,2
r-5190,NORT,0.995,0.005,2
r-5191,NORT,0.519,0.481,2
r-5192,NORT,0,1,2
r-5193,NORT,1,0,2
r-5194,NORT,0.333,0.667,2
r-5195,NORT,1,0,2
r-5196,NORT,0.973,0.027,2
r-5197,NORT,0.642,0.358,2
r-5198,NORT,0.862,0.138,2
r-5199,NORT,0.907,0.093,2
r-5200,NORT,1,0,2
r-5201,NORT,1,0,2
r-5202,NORT,0.848,0.152,2
r-5203,NORT,0.705,0.295,2
r-5204,NORT,0.177,0.823,2
r-5205,NORT,1,0,2
r-5206,NORT,0.746,0.254,2
r-5207,NORT,0.19,0.81,2
r-5208,NORT,0.442,0.558,2
r-5209,NORT,0.109,0.891,2
r-5210,NORT,0.971,0.029,2
r-5211,NORT,0.061,0.939,2
r-5212,NORT,1,0,2
r-5213,NORT,0.512,0.488,2
r-5214,NORT,0.977,0.023,2
r-5215,NORT,0,1,2
r-5216,NORT,1,0,2
r-5217,NORT,1,0,2
r-5218,NORT,0.342,0.658,2
r-5219,NORT,0,1,2
r-5220,NORT,0,1,2
r-5221,NORT,1,0,2
r-5222,NORT,1,0,2
r-5223,NORT,1,0,2
r-5224,NORT,1,0,2
r-5225,NORT,1,0,2
r-5226,NORT,1,0,2
r-5227,NORT,0.612,0.388,2
r-5228,NORT,0,1,2
r-5229,NORT,0.324,0.676,2
r-5230,NORT,1,0,2
r-5231,NORT,0.134,0.866,2
r-5232,NORT,0,1,2
r-5233,NORT,1,0,2
r-5234,NORT,0.95,0.05,2
r-5235,NORT,1,0,2
r-5236,NORT,1,0,2
r-5237,NORT,1,0,2
r-5238,NORT,0.626,0.374,2
r-5239,NORT,0,1,2
r-5240,NORT,1,0,2
r-5241,NORT,0.995,0.005,2
r-5242,NORT,0.524,0.476,2
r-5243,NORT,0,1,2
r-5244,NORT,1,0,2
r-5245,NORT,1,0,2
r-5246,NORT,0.224,0.776,2
r-5247,NORT,0,1,2
r-5248,NORT,1,0,2
r-5249,NORT,0.082,0.918,2
r-5250,NORT,0.791,0.209,2
r-5251,NORT,0,1,2
r-5252,NORT,1,0,2
r-5253,NORT,1,0,2
r-5254,NORT,1,0,2
r-5255,NORT,0.014,0.986,2
r-5256,NORT,1,0,2
r-5257,NORT,1,0,2
r-5258,NORT,1,0,2
r-5259,NORT,1,0,2
r-5260,NORT,1,0,2
r-5261,NORT,0,1,2
r-5262,NORT,0.009,0.991,2
r-5263,NORT,0.084,0.916,2
r-5264,NORT,0.429,0.571,2
r-5265,NORT,0.095,0.905,2
r-5266,NORT,0.07,0.93,2
r-5267,NORT,0.839,0.161,2
r-5268,NORT,0.855,0.145,2
r-5269,NORT,0.154,0.846,2
r-5270,NORT,1,0,2
r-5271,NORT,1,0,2
r-5272,NORT,1,0,2
r-5273,NORT,0.358,0.642,2
r-5274,NORT,0.268,0.732,2
r-5275,NORT,0.005,0.995,2
r-5276,NORT,1,0,2
r-5277,NORT,1,0,2
r-5278,NORT,0.245,0.755,2
r-5279,NORT,1,0,2
r-5280,NORT,0.093,0.907,2
r-5281,NORT,1,0,2
r-5282,NORT,1,0,2
r-5283,NORT,0.363,0.637,2
r-5284,NORT,0.109,0.891,2
r-5285,NORT,0.998,0.002,2
r-5286,NORT,0.959,0.041,2
r-5287,NORT,0.88,0.12,2
r-5288,NORT,1,0,2
r-5289,NORT,0.551,0.449,2
r-5290,NORT,1,0,2
r-5291,NORT,1,0,2
r-5292,NORT,1,0,2
r-5293,NORT,0.746,0.254,2
r-5294,NORT,0,1,2
r-5295,NORT,1,0,2
r-5296,NORT,1,0,2
r-5297,NORT,0.422,0.578,2
r-5298,NORT,1,0,2
r-5299,NORT,1,0,2
r-5300,NORT,1,0,2
r-5301,NORT,0.927,0.073,2
r-5302,NORT,1,0,2
r-5303,NORT,1,0,2
r-5304,NORT,0,1,2
r-5305,NORT,1,0,2
r-5306,NORT,1,0,2
r-5307,NORT,0.977,0.023,2
r-5308,NORT,1,0,2
r-5309,NORT,1,0,2
r-5310,NORT,0.982,0.018,2
r-5311,NORT,1,0,2
r-5312,NORT,0.05,0.95,2
r-5313,NORT,0.878,0.122,2
r-5314,NORT,0.279,0.721,2
r-5315,NORT,1,0,2
r-5316,NORT,0,1,2
r-5317,NORT,1,0,2
r-5318,NORT,0.889,0.111,2
r-5319,NORT,1,0,2
r-5320,NORT,0.995,0.005,2
r-5321,NORT,1,0,2
r-5322,NORT,1,0,2
r-5323,NORT,1,0,2
r-5324,NORT,1,0,2
r-5325,NORT,0.787,0.213,2
r-5326,NORT,1,0,2
r-5327,NORT,1,0,2
r-5328,NORT,0,1,2
r-5329,NORT,0.973,0.027,2
r-5330,NORT,1,0,2
r-5331,NORT,1,0,2
r-5332,NORT,0.739,0.261,2
r-5333,NORT,0.98,0.02,2
r-5334,NORT,1,0,2
r-5335,NORT,0.771,0.229,2
r-5336,NORT,1,0,2
r-5337,NORT,0,1,2
r-5338,NORT,0.422,0.578,2
r-5339,NORT,1,0,2
r-5340,NORT,0.304,0.696,2
r-5341,NORT,1,0,2
r-5342,NORT,1,0,2
r-5343,NORT,0.018,0.982,2
r-5344,NORT,0.762,0.238,2
r-5345,NORT,0.413,0.587,2
r-5346,NORT,0.009,0.991,2
r-5347,NORT,0.737,0.263,2
r-5348,NORT,1,0,2
r-5349,NORT,1,0,2
r-5350,NORT,1,0,2
r-5351,NORT,1,0,2
r-5352,NORT,0.381,0.619,2
r-5353,NORT,0,1,2
r-5354,NORT,1,0,2
r-5355,NORT,0.941,0.059,2
r-5356,NORT,0.177,0.823,2
r-5357,NORT,1,0,2
r-5358,NORT,0.41,0.59,2
r-5359,NORT,0.757,0.243,2
r-5360,NORT,0.882,0.118,2
r-5361,NORT,0.152,0.848,2
r-5362,NORT,1,0,2
r-5363,NORT,0.592,0.408,2
r-5364,NORT,0.229,0.771,2
r-5365,NORT,0.041,0.959,2
r-5366,NORT,0.932,0.068,2
r-5367,NORT,0.005,0.995,2
r-5368,NORT,0.834,0.166,2
r-5369,NORT,1,0,2
r-5370,NORT,0.356,0.644,2
r-5371,NORT,1,0,2
r-5372,NORT,0.27,0.73,2
r-5373,NORT,1,0,2
r-5374,NORT,0.005,0.995,2
r-5375,NORT,0.027,0.973,2
r-5376,NORT,1,0,2
r-5377,NORT,1,0,2
r-5378,NORT,1,0,2
r-5379,NORT,0.54,0.46,2
r-5380,NORT,1,0,2
r-5381,NORT,1,0,2
r-5382,NORT,0.735,0.265,2
r-5383,NORT,1,0,2
r-5384,NORT,0.048,0.952,2
r-5385,NORT,1,0,2
r-5386,NORT,0,1,2
r-5387,NORT,1,0,2
r-5388,NORT,1,0,2
r-5389,NORT,0.506,0.494,2
r-5390,NORT,0.961,0.039,2
r-5391,NORT,1,0,2
r-5392,NORT,0.197,0.803,2
r-5393,NORT,0.626,0.374,2
r-5394,NORT,1,0,2
r-5395,NORT,0.002,0.998,2
r-5396,NORT,0.567,0.433,2
r-5397,NORT,0.984,0.016,2
r-5398,NORT,1,0,2
r-5399,NORT,0,1,2
r-5400,NORT,1,0,2
r-5401,NORT,1,0,2
r-5402,NORT,0.939,0.061,2
r-5403,NORT,0.932,0.068,2
r-5404,NORT,1,0,2
r-5405,NORT,1,0,2
r-5406,NORT,0.653,0.347,2
r-5407,NORT,1,0,2
r-5408,NORT,1,0,2
r-5409,NORT,1,0,2
r-5410,NORT,1,0,2
r-5411,NORT,0,1,2
r-5412,NORT,1,0,2
r-5413,NORT,1,0,2
r-5414,NORT,0.608,0.392,2
r-5415,NORT,0.501,0.499,2
r-5416,NORT,0.991,0.009,2
r-5417,NORT,0.941,0.059,2
r-5418,NORT,1,0,2
r-5419,NORT,1,0,2
r-5420,NORT,0.828,0.172,2
r-5421,NORT,1,0,2
r-5422,NORT,0.458,0.542,2
r-5423,NORT,1,0,2
r-5424,NORT,0.381,0.619,2
r-5425,NORT,0.628,0.372,2
r-5426,NORT,0.98,0.02,2
r-5427,NORT,0.891,0.109,2
r-5428,NORT,0.342,0.658,2
r-5429,NORT,0.107,0.893,2
r-5430,NORT,1,0,2
r-5431,NORT,0.075,0.925,2
r-5432,NORT,1,0,2
r-5433,NORT,0.859,0.141,2
r-5434,NORT,0.927,0.073,2
r-5435,NORT,1,0,2
r-5436,NORT,1,0,2
r-5437,NORT,0.544,0.456,2
r-5438,NORT,0.893,0.107,2
r-5439,NORT,0,1,2
r-5440,NORT,0.526,0.474,2
r-5441,NORT,1,0,2
r-5442,NORT,0,1,2
r-5443,NORT,1,0,2
r-5444,NORT,0.116,0.884,2
r-5445,NORT,1,0,2
r-5446,NORT,1,0,2
r-5447,NORT,0.574,0.426,2
r-5448,NORT,0.805,0.195,2
r-5449,NORT,1,0,2
r-5450,NORT,0.95,0.05,2
r-5451,NORT,0,1,2
r-5452,NORT,0.091,0.909,2
r-5453,NORT,0.993,0.007,2
r-5454,NORT,1,0,2
r-5455,NORT,1,0,2
r-5456,NORT,0.383,0.617,2
r-5457,NORT,1,0,2
r-5458,NORT,0.159,0.841,2
r-5459,NORT,1,0,2
r-5460,NORT,0.07,0.93,2
r-5461,NORT,0,1,2
r-5462,NORT,0.515,0.485,2
r-5463,NORT,1,0,2
r-5464,NORT,1,0,2
r-5465,NORT,1,0,2
r-5466,NORT,0,1,2
r-5467,NORT,1,0,2
r-5468,NORT,1,0,2
r-5469,NORT,0.014,0.986,2
r-5470,NORT,0.864,0.136,2
r-5471,NORT,1,0,2
r-5472,NORT,0.893,0.107,2
r-5473,NORT,1,0,2
r-5474,NORT,0.998,0.002,2
r-5475,NORT,0.277,0.723,2
r-5476,NORT,1,0,2
r-5477,NORT,0.463,0.537,2
r-5478,NORT,0.977,0.023,2
r-5479,NORT,1,0,2
r-5480,NORT,0.406,0.594,2
r-5481,NORT,0.15,0.85,2
r-5482,NORT,0.905,0.095,2
r-5483,NORT,1,0,2
r-5484,NORT,1,0,2
r-5485,NORT,1,0,2
r-5486,NORT,0.127,0.873,2
r-5487,NORT,0,1,2
r-5488,NORT,1,0,2
r-5489,NORT,1,0,2
r-5490,NORT,0.363,0.637,2
r-5491,NORT,1,0,2
r-5492,NORT,1,0,2
r-5493,NORT,1,0,2
r-5494,NORT,1,0,2
r-5495,NORT,0.71,0.29,2
r-5496,NORT,0.712,0.288,2
r-5497,NORT,0.669,0.331,2
r-5498,NORT,0.125,0.875,2
r-5499,NORT,0,1,2
r-5500,NORT,1,0,2
r-5501,NORT,0.188,0.812,2
r-5502,NORT,1,0,2
r-5503,NORT,0,1,2
r-5504,NORT,0,1,2
r-5505,NORT,1,0,2
r-5506,NORT,0.986,0.014,2
r-5507,NORT,1,0,2
r-5508,NORT,1,0,2
r-5509,NORT,1,0,2
r-5510,NORT,0.991,0.009,2
r-5511,NORT,0,1,2
r-5512,NORT,0.887,0.113,2
r-5513,NORT,1,0,2
r-5514,NORT,0.757,0.243,2
r-5515,NORT,0.002,0.998,2
r-5516,NORT,1,0,2
r-5517,NORT,1,0,2
r-5518,NORT,1,0,2
r-5519,NORT,0.231,0.769,2
r-5520,NORT,1,0,2
r-5521,NORT,0,1,2
r-5522,NORT,0.968,0.032,2
r-5523,NORT,0.041,0.959,2
r-5524,NORT,1,0,2
r-5525,NORT,1,0,2
r-5526,NORT,1,0,2
r-5527,NORT,1,0,2
r-5528,NORT,1,0,2
r-5529,NORT,0.93,0.07,2
r-5530,NORT,0.308,0.692,2
r-5531,NORT,0.202,0.798,2
r-5532,NORT,0,1,2
r-5533,NORT,1,0,2
r-5534,NORT,1,0,2
r-5535,NORT,0.333,0.667,2
r-5536,NORT,1,0,2
r-5537,NORT,0.281,0.719,2
r-5538,NORT,0.469,0.531,2
r-5539,NORT,0.821,0.179,2
r-5540,NORT,0,1,2
r-5541,NORT,1,0,2
r-5542,NORT,0.93,0.07,2
r-5543,NORT,0.993,0.007,2
r-5544,NORT,1,0,2
r-5545,NORT,1,0,2
r-5546,NORT,1,0,2
r-5547,NORT,1,0,2
r-5548,NORT,1,0,2
r-5549,NORT,0.383,0.617,2
r-5550,NORT,0,1,2
r-5551,NORT,1,0,2
r-5552,NORT,0.875,0.125,2
r-5553,NORT,0.508,0.492,2
r-5554,NORT,1,0,2
r-5555,NORT,0.057,0.943,2
r-5556,NORT,0.98,0.02,2
r-5557,NORT,0.714,0.286,2
r-5558,NORT,1,0,2
r-5559,NORT,1,0,2
r-5560,NORT,1,0,2
r-5561,NORT,0.385,0.615,2
r-5562,NORT,0.859,0.141,2
r-5563,NORT,0.635,0.365,2
r-5564,NORT,1,0,2
r-5565,NORT,1,0,2
r-5566,NORT,0.265,0.735,2
r-5567,NORT,0,1,2
r-5568,NORT,0.068,0.932,2
r-5569,NORT,1,0,2
r-5570,NORT,0.617,0.383,2
r-5571,NORT,1,0,2
r-5572,NORT,0.048,0.952,2
r-5573,NORT,1,0,2
r-5574,NORT,0,1,2
r-5575,NORT,0.336,0.664,2
r-5576,NORT,0,1,2
r-5577,NORT,1,0,2
r-5578,NORT,1,0,2
r-5579,NORT,0.018,0.982,2
r-5580,NORT,1,0,2
r-5581,NORT,0.025,0.975,2
r-5582,NORT,0.671,0.329,2
r-5583,NORT,1,0,2
r-5584,NORT,0.19,0.81,2
r-5585,NORT,1,0,2
r-5586,NORT,0.878,0.122,2
r-5587,NORT,1,0,2
r-5588,NORT,1,0,2
r-5589,NORT,0.846,0.154,2
r-5590,NORT,1,0,2
r-5591,NORT,0.338,0.662,2
r-5592,NORT,0.968,0.032,2
r-5593,NORT,0.027,0.973,2
r-5594,NORT,1,0,2
r-5595,NORT,1,0,2
r-5596,NORT,1,0,2
r-5597,NORT,0.694,0.306,2
r-5598,NORT,0.771,0.229,2
r-5599,NORT,0.925,0.075,2
r-5600,NORT,0.828,0.172,2
r-5601,NORT,0.93,0.07,2
r-5602,NORT,1,0,2
r-5603,NORT,1,0,2
r-5604,NORT,0.916,0.084,2
r-5605,NORT,1,0,2
r-5606,NORT,0.102,0.898,2
r-5607,NORT,0,1,2
r-5608,NORT,0.778,0.222,2
r-5609,NORT,0.537,0.463,2
r-5610,NORT,0.991,0.009,2
r-5611,NORT,0,1,2
r-5612,NORT,1,0,2
r-5613,NORT,0.383,0.617,2
r-5614,NORT,0.871,0.129,2
r-5615,NORT,0.694,0.306,2
r-5616,NORT,0.005,0.995,2
r-5617,NORT,0.311,0.689,2
r-5618,NORT,1,0,2
r-5619,NORT,0.342,0.658,2
r-5620,NORT,0.063,0.937,2
r-5621,NORT,0.887,0.113,2
r-5622,NORT,1,0,2
r-5623,NORT,0,1,2
r-5624,NORT,1,0,2
r-5625,NORT,0.528,0.472,2
r-5626,NORT,1,0,2
r-5627,NORT,0.166,0.834,2
r-5628,NORT,1,0,2
r-5629,NORT,1,0,2
r-5630,NORT,1,0,2
r-5631,NORT,1,0,2
r-5632,NORT,0.295,0.705,2
r-5633,NORT,1,0,2
r-5634,NORT,1,0,2
r-5635,NORT,1,0,2
r-5636,NORT,1,0,2
r-5637,NORT,0.687,0.313,2
r-5638,NORT,1,0,2
r-5639,NORT,1,0,2
r-5640,NORT,0.193,0.807,2
r-5641,NORT,0.807,0.193,2
r-5642,NORT,1,0,2
r-5643,NORT,0.154,0.846,2
r-5644,NORT,1,0,2
r-5645,NORT,0.844,0.156,2
r-5646,NORT,1,0,2
r-5647,NORT,0.998,0.002,2
r-5648,NORT,0.185,0.815,2
r-5649,NORT,1,0,2
r-5650,NORT,0,1,2
r-5651,NORT,1,0,2
r-5652,NORT,1,0,2
r-5653,NORT,0.374,0.626,2
r-5654,NORT,1,0,2
r-5655,NORT,1,0,2
r-5656,NORT,0.181,0.819,2
r-5657,NORT,1,0,2
r-5658,NORT,1,0,2
r-5659,NORT,0.71,0.29,2
r-5660,NORT,0,1,2
r-5661,NORT,1,0,2
r-5662,NORT,1,0,2
r-5663,NORT,0.014,0.986,2
r-5664,NORT,0.864,0.136,2
r-5665,NORT,1,0,2
r-5666,NORT,1,0,2
r-5667,NORT,1,0,2
r-5668,NORT,0.472,0.528,2
r-5669,NORT,0.748,0.252,2
r-5670,NORT,0.535,0.465,2
r-5671,NORT,1,0,2
r-5672,NORT,1,0,2
r-5673,NORT,0.81,0.19,2
r-5674,NORT,1,0,2
r-5675,NORT,0.893,0.107,2
r-5676,NORT,0,1,2
r-5677,NORT,0.537,0.463,2
r-5678,NORT,1,0,2
r-5679,NORT,0.007,0.993,2
r-5680,NORT,1,0,2
r-5681,NORT,0.376,0.624,2
r-5682,NORT,0,1,2
r-5683,NORT,0,1,2
r-5684,NORT,1,0,2
r-5685,NORT,1,0,2
r-5686,NORT,0.599,0.401,2
r-5687,NORT,1,0,2
r-5688,NORT,0.653,0.347,2
r-5689,NORT,0.971,0.029,2
r-5690,NORT,0.955,0.045,2
r-5691,NORT,0.8,0.2,2
r-5692,NORT,0.204,0.796,2
r-5693,NORT,0.082,0.918,2
r-5694,NORT,0.084,0.916,2
r-5695,NORT,0,1,2
r-5696,NORT,1,0,2
r-5697,NORT,0,1,2
r-5698,NORT,0.755,0.245,2
r-5699,NORT,1,0,2
r-5700,NORT,1,0,2
r-5701,NORT,1,0,2
r-5702,NORT,1,0,2
r-5703,NORT,0,1,2
r-5704,NORT,0.603,0.397,2
r-5705,NORT,0,1,2
r-5706,NORT,0.955,0.045,2
r-5707,NORT,0.68,0.32,2
r-5708,NORT,1,0,2
r-5709,NORT,1,0,2
r-5710,NORT,0.803,0.197,2
r-5711,NORT,1,0,2
r-5712,NORT,1,0,2
r-5713,NORT,0.306,0.694,2
r-5714,NORT,1,0,2
r-5715,NORT,1,0,2
r-5716,NORT,1,0,2
r-5717,NORT,1,0,2
r-5718,NORT,1,0,2
r-5719,NORT,0.975,0.025,2
r-5720,NORT,1,0,2
r-5721,NORT,0.785,0.215,2
r-5722,NORT,0.977,0.023,2
r-5723,NORT,1,0,2
r-5724,NORT,0.254,0.746,2
r-5725,NORT,0.605,0.395,2
r-5726,NORT,0,1,2
r-5727,NORT,1,0,2
r-5728,NORT,1,0,2
r-5729,NORT,1,0,2
