roi_id,site_id,soil,mesquite,pixel_size
r-12988,NORT,0.346,0.654,4
r-12989,NORT,0.49,0.51,4
r-12990,NORT,0.97,0.03,4
r-12991,NORT,0.914,0.086,4
r-12992,NORT,0.701,0.299,4
r-12993,NORT,0,1,4
r-12994,NORT,1,0,4
r-12995,NORT,0.788,0.212,4
r-12996,NORT,1,0,4
r-12997,NORT,0.21,0.79,4
r-12998,NORT,0.999,0.001,4
r-12999,NORT,0.945,0.055,4
r-13000,NORT,0.375,0.625,4
r-13001,NORT,0.502,0.498,8
r-13002,NORT,0.535,0.465,8
r-13003,NORT,0.857,0.143,8
r-13004,NORT,0.704,0.296,8
r-13005,NORT,0.806,0.194,8
r-13006,NORT,0.563,0.437,8
r-13007,NORT,0.68,0.32,8
r-13008,NORT,0.832,0.168,8
r-13009,NORT,0.933,0.067,8
r-13010,NORT,0.706,0.294,8
r-13011,NORT,0.46,0.54,8
r-13012,NORT,0.449,0.551,8
r-13013,NORT,0.643,0.357,8
r-13014,NORT,0.328,0.672,8
r-13015,NORT,0.972,0.028,8
r-13016,NORT,0.529,0.471,8
r-13017,NORT,0.612,0.388,8
r-13018,NORT,0.861,0.139,8
r-13019,NORT,0.702,0.298,8
r-13020,NORT,0.794,0.206,8
r-13021,NORT,0.868,0.132,8
r-13022,NORT,1,0,8
r-13023,NORT,0.382,0.618,8
r-13024,NORT,0.227,0.773,8
r-13025,NORT,0.424,0.576,8
r-13026,NORT,0.575,0.425,8
r-13027,NORT,0.58,0.42,8
r-13028,NORT,0.642,0.358,8
r-13029,NORT,0.992,0.008,8
r-13030,NORT,0.793,0.207,8
r-13031,NORT,0.695,0.305,8
r-13032,NORT,0.52,0.48,8
r-13033,NORT,0.416,0.584,8
r-13034,NORT,0.559,0.441,8
r-13035,NORT,0.442,0.558,8
r-13036,NORT,0.861,0.139,8
r-13037,NORT,0.633,0.367,8
r-13038,NORT,0.897,0.103,8
r-13039,NORT,0.638,0.362,8
r-13040,NORT,0.597,0.403,8
r-13041,NORT,0.732,0.268,8
r-13042,NORT,0.493,0.507,8
r-13043,NORT,0.322,0.678,8
r-13044,NORT,0.896,0.104,8
r-13045,NORT,0.667,0.333,8
r-13046,NORT,0.606,0.394,8
r-13047,NORT,0.913,0.087,8
r-13048,NORT,0.357,0.643,8
r-13049,NORT,0.525,0.475,8
r-13050,NORT,0.463,0.537,8
r-13051,NORT,0.936,0.064,8
r-13052,NORT,0.839,0.161,8
r-13053,NORT,0.65,0.35,8
r-13054,NORT,0.601,0.399,8
r-13055,NORT,0.783,0.217,8
r-13056,NORT,0.911,0.089,8
r-13057,NORT,0.869,0.131,8
r-13058,NORT,0.584,0.416,8
r-13059,NORT,0.724,0.276,8
r-13060,NORT,0.546,0.454,8
r-13061,NORT,0.752,0.248,8
r-13062,NORT,0.952,0.048,8
r-13063,NORT,0.89,0.11,8
r-13064,NORT,0.953,0.047,8
r-13065,NORT,0.728,0.272,8
r-13066,NORT,0.916,0.084,8
r-13067,NORT,0.746,0.254,8
r-13068,NORT,0.763,0.237,8
r-13069,NORT,0.177,0.823,8
r-13070,NORT,0.146,0.854,8
r-13071,NORT,0.991,0.009,8
r-13072,NORT,0.601,0.399,8
r-13073,NORT,0.724,0.276,8
r-13074,NORT,0.999,0.001,8
r-13075,NORT,0.54,0.46,8
r-13076,NORT,0.934,0.066,8
r-13077,NORT,0.562,0.438,8
r-13078,NORT,0.687,0.313,8
r-13079,NORT,0.394,0.606,8
r-13080,NORT,0.966,0.034,8
r-13081,NORT,0.704,0.296,8
r-13082,NORT,0.839,0.161,8
r-13083,NORT,0.776,0.224,8
r-13084,NORT,0.505,0.495,8
r-13085,NORT,0.741,0.259,8
r-13086,NORT,0.649,0.351,8
r-13087,NORT,0.998,0.002,8
r-13088,NORT,0.743,0.257,8
r-13089,NORT,0.803,0.197,8
r-13090,NORT,0.718,0.282,8
r-13091,NORT,0.993,0.007,8
r-13092,NORT,0.879,0.121,8
r-13093,NORT,0.24,0.76,8
r-13094,NORT,0.976,0.024,8
r-13095,NORT,0.869,0.131,8
r-13096,NORT,0.581,0.419,8
r-13097,NORT,1,0,8
r-13098,NORT,0.984,0.016,8
r-13099,NORT,0.77,0.23,8
r-13100,NORT,0.982,0.018,8
r-13101,NORT,0.529,0.471,8
r-13102,NORT,0.78,0.22,8
r-13103,NORT,0.819,0.181,8
r-13104,NORT,0.642,0.358,8
r-13105,NORT,0.568,0.432,8
r-13106,NORT,0.728,0.272,8
r-13107,NORT,1,0,8
r-13108,NORT,0.429,0.571,8
r-13109,NORT,0.923,0.077,8
r-13110,NORT,0.526,0.474,8
r-13111,NORT,0.402,0.598,8
r-13112,NORT,0.945,0.055,8
r-13113,NORT,0.551,0.449,8
r-13114,NORT,0.466,0.534,8
r-13115,NORT,0.928,0.072,8
r-13116,NORT,0.667,0.333,8
r-13117,NORT,0.885,0.115,8
r-13118,NORT,0.88,0.12,8
r-13119,NORT,0.819,0.181,8
r-13120,NORT,0.845,0.155,8
r-13121,NORT,0.603,0.397,8
r-13122,NORT,0.603,0.397,8
r-13123,NORT,1,0,8
r-13124,NORT,0.852,0.148,8
r-13125,NORT,0.636,0.364,8
r-13126,NORT,1,0,8
r-13127,NORT,0.866,0.134,8
r-13128,NORT,0.956,0.044,8
r-13129,NORT,0.996,0.004,8
r-13130,NORT,0.417,0.583,8
r-13131,NORT,0.487,0.513,8
r-13132,NORT,1,0,8
r-13133,NORT,0.654,0.346,8
r-13134,NORT,0.782,0.218,8
r-13135,NORT,0.696,0.304,8
r-13136,NORT,0.502,0.498,8
r-13137,NORT,0.742,0.258,8
r-13138,NORT,0.731,0.269,8
r-13139,NORT,0.88,0.12,8
r-13140,NORT,0.738,0.262,8
r-13141,NORT,0.333,0.667,8
r-13142,NORT,0.388,0.612,8
r-13143,NORT,0.802,0.198,8
r-13144,NORT,0.353,0.647,8
r-13145,NORT,0.796,0.204,8
r-13146,NORT,0.938,0.062,8
r-13147,NORT,0.666,0.334,8
r-13148,NORT,0.945,0.055,8
r-13149,NORT,0.629,0.371,8
r-13150,NORT,0.267,0.733,8
r-13151,NORT,0.937,0.063,8
r-13152,NORT,0.996,0.004,8
r-13153,NORT,0.764,0.236,8
r-13154,NORT,0.692,0.308,8
r-13155,NORT,0.31,0.69,8
r-13156,NORT,0.615,0.385,8
r-13157,NORT,0.992,0.008,8
r-13158,NORT,0.259,0.741,8
r-13159,NORT,0.474,0.526,8
r-13160,NORT,0.795,0.205,8
r-13161,NORT,0.634,0.366,8
r-13162,NORT,0.553,0.447,8
r-13163,NORT,0.717,0.283,8
r-13164,NORT,0.693,0.307,8
r-13165,NORT,0.413,0.587,8
r-13166,NORT,0.557,0.443,8
r-13167,NORT,0.921,0.079,8
r-13168,NORT,1,0,8
r-13169,NORT,0.688,0.312,8
r-13170,NORT,0.509,0.491,8
r-13171,NORT,0.992,0.008,8
r-13172,NORT,0.553,0.447,8
r-13173,NORT,1,0,8
r-13174,NORT,0.703,0.297,8
r-13175,NORT,0.507,0.493,8
r-13176,NORT,0.853,0.147,8
r-13177,NORT,0.343,0.657,8
r-13178,NORT,0.624,0.376,8
r-13179,NORT,0.51,0.49,8
r-13180,NORT,0.789,0.211,8
r-13181,NORT,0.726,0.274,8
r-13182,NORT,0.281,0.719,8
r-13183,NORT,0.8,0.2,8
r-13184,NORT,0.62,0.38,8
r-13185,NORT,1,0,8
r-13186,NORT,0.888,0.112,8
r-13187,NORT,0.573,0.427,8
r-13188,NORT,0.945,0.055,8
r-13189,NORT,0.712,0.288,8
r-13190,NORT,0.833,0.167,8
r-13191,NORT,0.83,0.17,8
r-13192,NORT,0.886,0.114,8
r-13193,NORT,0.657,0.343,8
r-13194,NORT,0.465,0.535,8
r-13195,NORT,0.761,0.239,8
r-13196,NORT,0.617,0.383,8
r-13197,NORT,0.518,0.482,8
r-13198,NORT,0.979,0.021,8
r-13199,NORT,0.761,0.239,8
r-13200,NORT,0.561,0.439,8
r-13201,NORT,0.94,0.06,8
r-13202,NORT,0.996,0.004,8
r-13203,NORT,0.889,0.111,8
r-13204,NORT,0.959,0.041,8
r-13205,NORT,0.914,0.086,8
r-13206,NORT,0.955,0.045,8
r-13207,NORT,0.644,0.356,8
r-13208,NORT,0.544,0.456,8
r-13209,NORT,0.474,0.526,8
r-13210,NORT,0.523,0.477,8
r-13211,NORT,0.443,0.557,8
r-13212,NORT,0.655,0.345,8
r-13213,NORT,0.967,0.033,8
r-13214,NORT,0.34,0.66,8
r-13215,NORT,0.532,0.468,8
r-13216,NORT,0.512,0.488,8
r-13217,NORT,0.727,0.273,8
r-13218,NORT,0.488,0.512,8
r-13219,NORT,0.478,0.522,8
r-13220,NORT,0.938,0.062,8
r-13221,NORT,0.978,0.022,8
r-13222,NORT,0.393,0.607,8
r-13223,NORT,0.661,0.339,8
r-13224,NORT,0.576,0.424,8
r-13225,NORT,0.673,0.327,8
r-13226,NORT,0.601,0.399,8
r-13227,NORT,1,0,8
r-13228,NORT,0.551,0.449,8
r-13229,NORT,0.38,0.62,8
r-13230,NORT,0.63,0.37,8
r-13231,NORT,0.454,0.546,8
r-13232,NORT,0.802,0.198,8
r-13233,NORT,0.292,0.708,8
r-13234,NORT,0.817,0.183,8
r-13235,NORT,0.759,0.241,8
r-13236,NORT,0.904,0.096,8
r-13237,NORT,1,0,8
r-13238,NORT,0.836,0.164,8
r-13239,NORT,0.786,0.214,8
r-13240,NORT,0.592,0.408,8
r-13241,NORT,0.769,0.231,8
r-13242,NORT,0.912,0.088,8
r-13243,NORT,0.719,0.281,8
r-13244,NORT,0.963,0.037,8
r-13245,NORT,1,0,8
r-13246,NORT,0.326,0.674,8
r-13247,NORT,0.976,0.024,8
r-13248,NORT,0.804,0.196,8
r-13249,NORT,0.562,0.438,8
r-13250,NORT,0.662,0.338,8
r-13251,NORT,1,0,8
r-13252,NORT,0.8,0.2,8
r-13253,NORT,0.386,0.614,8
r-13254,NORT,0.547,0.453,8
r-13255,NORT,0.842,0.158,8
r-13256,NORT,0.556,0.444,8
r-13257,NORT,0.916,0.084,8
r-13258,NORT,0.922,0.078,8
r-13259,NORT,0.501,0.499,8
r-13260,NORT,0.567,0.433,8
r-13261,NORT,0.548,0.452,8
r-13262,NORT,0.968,0.032,8
r-13263,NORT,0.839,0.161,8
r-13264,NORT,0.751,0.249,8
r-13265,NORT,0.911,0.089,8
r-13266,NORT,0.521,0.479,8
r-13267,NORT,0.353,0.647,8
r-13268,NORT,1,0,8
r-13269,NORT,0.437,0.563,8
r-13270,NORT,0.895,0.105,8
r-13271,NORT,0.67,0.33,8
r-13272,NORT,1,0,8
r-13273,NORT,0.778,0.222,8
r-13274,NORT,0.594,0.406,8
r-13275,NORT,0.926,0.074,8
r-13276,NORT,0.863,0.137,8
r-13277,NORT,0.886,0.114,8
r-13278,NORT,0.708,0.292,8
r-13279,NORT,0.958,0.042,8
r-13280,NORT,0.515,0.485,8
r-13281,NORT,0.932,0.068,8
r-13282,NORT,0.663,0.337,8
r-13283,NORT,0.988,0.012,8
r-13284,NORT,0.62,0.38,8
r-13285,NORT,0.559,0.441,8
r-13286,NORT,0.963,0.037,8
r-13287,NORT,0.794,0.206,8
r-13288,NORT,0.941,0.059,8
r-13289,NORT,0.806,0.194,8
r-13290,NORT,0.699,0.301,8
r-13291,NORT,0.607,0.393,8
r-13292,NORT,1,0,8
r-13293,NORT,0.634,0.366,8
r-13294,NORT,0.813,0.187,8
r-13295,NORT,0.52,0.48,8
r-13296,NORT,0.965,0.035,8
r-13297,NORT,0.958,0.042,8
r-13298,NORT,0.918,0.082,8
r-13299,NORT,0.654,0.346,8
r-13300,NORT,0.514,0.486,8
r-13301,NORT,0.635,0.365,8
r-13302,NORT,0.476,0.524,8
r-13303,NORT,0.706,0.294,8
r-13304,NORT,0.648,0.352,8
r-13305,NORT,0.637,0.363,8
r-13306,NORT,0.572,0.428,8
r-13307,NORT,0.979,0.021,8
r-13308,NORT,0.827,0.173,8
r-13309,NORT,0.965,0.035,8
r-13310,NORT,0.755,0.245,8
r-13311,NORT,0.763,0.237,8
r-13312,NORT,1,0,8
r-13313,NORT,0.612,0.388,8
r-13314,NORT,1,0,8
r-13315,NORT,1,0,8
r-13316,NORT,0.687,0.313,8
r-13317,NORT,0.766,0.234,8
r-13318,NORT,1,0,8
r-13319,NORT,1,0,8
r-13320,NORT,0.645,0.355,8
r-13321,NORT,0.788,0.212,8
r-13322,NORT,0.711,0.289,8
r-13323,NORT,0.493,0.507,8
r-13324,NORT,0.885,0.115,8
r-13325,NORT,0.777,0.223,8
r-13326,NORT,0.801,0.199,8
r-13327,NORT,0.701,0.299,8
r-13328,NORT,0.54,0.46,8
r-13329,NORT,0.634,0.366,8
r-13330,NORT,0.963,0.037,8
r-13331,NORT,0.881,0.119,8
r-13332,NORT,1,0,8
r-13333,NORT,0.69,0.31,8
r-13334,NORT,0.886,0.114,8
r-13335,NORT,0.588,0.412,8
r-13336,NORT,0.424,0.576,8
r-13337,NORT,0.85,0.15,8
r-13338,NORT,0.723,0.277,8
r-13339,NORT,0.648,0.352,8
r-13340,NORT,0.785,0.215,8
r-13341,NORT,1,0,8
r-13342,NORT,0.67,0.33,8
r-13343,NORT,0.903,0.097,8
r-13344,NORT,0.959,0.041,8
r-13345,NORT,0.684,0.316,8
r-13346,NORT,0.691,0.309,8
r-13347,NORT,0.617,0.383,8
r-13348,NORT,0.843,0.157,8
r-13349,NORT,0.237,0.763,8
r-13350,NORT,0.445,0.555,8
r-13351,NORT,0.498,0.502,8
r-13352,NORT,0.523,0.477,8
r-13353,NORT,0.528,0.472,8
r-13354,NORT,0.19,0.81,8
r-13355,NORT,0.559,0.441,8
r-13356,NORT,0.783,0.217,8
r-13357,NORT,0.459,0.541,8
r-13358,NORT,0.495,0.505,8
r-13359,NORT,0.793,0.207,8
r-13360,NORT,0.821,0.179,8
r-13361,NORT,0.756,0.244,8
r-13362,NORT,1,0,8
r-13363,NORT,0.548,0.452,8
r-13364,NORT,0.503,0.497,8
r-13365,NORT,0.991,0.009,8
r-13366,NORT,0.628,0.372,8
r-13367,NORT,0.363,0.637,8
r-13368,NORT,0.89,0.11,8
r-13369,NORT,0.98,0.02,8
r-13370,NORT,0.404,0.596,8
r-13371,NORT,0.591,0.409,8
r-13372,NORT,0.587,0.413,8
r-13373,NORT,0.803,0.197,8
r-13374,NORT,0.407,0.593,8
r-13375,NORT,0.882,0.118,8
r-13376,NORT,0.725,0.275,8
r-13377,NORT,1,0,8
r-13378,NORT,1,0,8
r-13379,NORT,0.691,0.309,8
r-13380,NORT,0.932,0.068,8
r-13381,NORT,0.684,0.316,8
r-13382,NORT,0.809,0.191,8
r-13383,NORT,0.395,0.605,8
r-13384,NORT,0.878,0.122,8
r-13385,NORT,0.793,0.207,8
r-13386,NORT,0.766,0.234,8
r-13387,NORT,0.789,0.211,8
r-13388,NORT,1,0,8
r-13389,NORT,0.876,0.124,8
r-13390,NORT,0.706,0.294,8
r-13391,NORT,0.913,0.087,8
r-13392,NORT,0.946,0.054,8
r-13393,NORT,0.47,0.53,8
r-13394,NORT,0.943,0.057,8
r-13395,NORT,0.898,0.102,8
r-13396,NORT,0.891,0.109,8
r-13397,NORT,0.368,0.632,8
r-13398,NORT,0.766,0.234,8
r-13399,NORT,0.619,0.381,8
r-13400,NORT,0.876,0.124,8
r-13401,NORT,0.847,0.153,8
r-13402,NORT,0.57,0.43,8
r-13403,NORT,0.354,0.646,8
r-13404,NORT,0.68,0.32,8
r-13405,NORT,0.841,0.159,8
r-13406,NORT,0.948,0.052,8
r-13407,NORT,0.492,0.508,8
r-13408,NORT,0.665,0.335,8
r-13409,NORT,0.771,0.229,8
r-13410,NORT,0.844,0.156,8
r-13411,NORT,0.983,0.017,8
r-13412,NORT,0.922,0.078,8
r-13413,NORT,0.694,0.306,8
r-13414,NORT,0.676,0.324,8
r-13415,NORT,0.885,0.115,8
r-13416,NORT,0.612,0.388,8
r-13417,NORT,0.698,0.302,8
r-13418,NORT,0.766,0.234,8
r-13419,NORT,0.975,0.025,8
r-13420,NORT,0.487,0.513,8
r-13421,NORT,0.364,0.636,8
r-13422,NORT,0.817,0.183,8
r-13423,NORT,0.899,0.101,8
r-13424,NORT,0.15,0.85,8
r-13425,NORT,0.961,0.039,8
r-13426,NORT,0.785,0.215,8
r-13427,NORT,0.779,0.221,8
r-13428,NORT,0.745,0.255,8
r-13429,NORT,0.333,0.667,8
r-13430,NORT,0.645,0.355,8
r-13431,NORT,0.998,0.002,8
r-13432,NORT,0.689,0.311,8
r-13433,NORT,1,0,8
r-13434,NORT,0.415,0.585,8
r-13435,NORT,0.69,0.31,8
r-13436,NORT,0.606,0.394,8
r-13437,NORT,0.526,0.474,8
r-13438,NORT,0.932,0.068,8
r-13439,NORT,0.566,0.434,8
r-13440,NORT,1,0,8
r-13441,NORT,0.542,0.458,8
r-13442,NORT,0.891,0.109,8
r-13443,NORT,0.387,0.613,8
r-13444,NORT,0.619,0.381,8
r-13445,NORT,0.618,0.382,8
r-13446,NORT,0.552,0.448,8
r-13447,NORT,0.642,0.358,8
r-13448,NORT,0.284,0.716,8
r-13449,NORT,0.53,0.47,8
r-13450,NORT,0.723,0.277,8
r-13451,NORT,0.901,0.099,8
r-13452,NORT,0.535,0.465,8
r-13453,NORT,0.975,0.025,8
r-13454,NORT,0.915,0.085,8
r-13455,NORT,0.635,0.365,8
r-13456,NORT,0.692,0.308,8
r-13457,NORT,0.683,0.317,8
r-13458,NORT,0.772,0.228,8
r-13459,NORT,0.888,0.112,8
r-13460,NORT,0.92,0.08,8
r-13461,NORT,0.842,0.158,8
r-13462,NORT,0.892,0.108,8
r-13463,NORT,0.549,0.451,8
r-13464,NORT,0.611,0.389,8
r-13465,NORT,0.401,0.599,8
r-13466,NORT,0.673,0.327,8
r-13467,NORT,0.789,0.211,8
r-13468,NORT,0.865,0.135,8
r-13469,NORT,0.923,0.077,8
r-13470,NORT,1,0,8
r-13471,NORT,0.476,0.524,8
r-13472,NORT,0.799,0.201,8
r-13473,NORT,1,0,8
r-13474,NORT,0.617,0.383,8
r-13475,NORT,0.385,0.615,8
r-13476,NORT,0.692,0.308,8
r-13477,NORT,0.965,0.035,8
r-13478,NORT,0.38,0.62,8
r-13479,NORT,0.653,0.347,8
r-13480,NORT,0.145,0.855,8
r-13481,NORT,0.271,0.729,8
r-13482,NORT,0.853,0.147,8
r-13483,NORT,0.747,0.253,8
r-13484,NORT,0.721,0.279,8
r-13485,NORT,0.94,0.06,8
r-13486,NORT,0.923,0.077,8
r-13487,NORT,0.778,0.222,8
r-13488,NORT,0.87,0.13,8
r-13489,NORT,0.88,0.12,8
r-13490,NORT,0.968,0.032,8
r-13491,NORT,0.676,0.324,8
r-13492,NORT,0.72,0.28,8
r-13493,NORT,0.963,0.037,8
r-13494,NORT,0.583,0.417,8
r-13495,NORT,0.747,0.253,8
r-13496,NORT,0.902,0.098,8
r-13497,NORT,0.936,0.064,8
r-13498,NORT,0.455,0.545,8
r-13499,NORT,0.961,0.039,8
r-13500,NORT,0.776,0.224,8
r-13501,NORT,0.47,0.53,8
r-13502,NORT,0.641,0.359,8
r-13503,NORT,0.606,0.394,8
r-13504,NORT,0.363,0.637,8
r-13505,NORT,0.883,0.117,8
r-13506,NORT,0.506,0.494,8
r-13507,NORT,0.571,0.429,8
r-13508,NORT,0.579,0.421,8
r-13509,NORT,0.924,0.076,8
r-13510,NORT,0.949,0.051,8
r-13511,NORT,0.572,0.428,8
r-13512,NORT,0.676,0.324,8
r-13513,NORT,0.449,0.551,8
r-13514,NORT,0.825,0.175,8
r-13515,NORT,0.489,0.511,8
r-13516,NORT,0.905,0.095,8
r-13517,NORT,0.36,0.64,8
r-13518,NORT,0.833,0.167,8
r-13519,NORT,0.975,0.025,8
r-13520,NORT,0.828,0.172,8
r-13521,NORT,0.67,0.33,8
r-13522,NORT,0.448,0.552,8
r-13523,NORT,0.621,0.379,8
r-13524,NORT,0.614,0.386,8
r-13525,NORT,0.705,0.295,8
r-13526,NORT,0.691,0.309,8
r-13527,NORT,0.43,0.57,8
r-13528,NORT,0.59,0.41,8
r-13529,NORT,0.754,0.246,8
r-13530,NORT,0.329,0.671,8
r-13531,NORT,0.448,0.552,8
r-13532,NORT,0.439,0.561,8
r-13533,NORT,0.57,0.43,8
r-13534,NORT,0.738,0.262,8
r-13535,NORT,0.636,0.364,8
r-13536,NORT,0.743,0.257,8
r-13537,NORT,0.444,0.556,8
r-13538,NORT,0.663,0.337,8
r-13539,NORT,0.635,0.365,8
r-13540,NORT,0.732,0.268,8
r-13541,NORT,0.965,0.035,8
r-13542,NORT,0.672,0.328,8
r-13543,NORT,0.94,0.06,8
r-13544,NORT,0.98,0.02,8
r-13545,NORT,0.143,0.857,8
r-13546,NORT,0.718,0.282,8
r-13547,NORT,0.829,0.171,8
r-13548,NORT,0.852,0.148,8
r-13549,NORT,0.305,0.695,8
r-13550,NORT,0.784,0.216,8
r-13551,NORT,0.833,0.167,8
r-13552,NORT,0.689,0.311,8
r-13553,NORT,0.706,0.294,8
r-13554,NORT,0.655,0.345,8
r-13555,NORT,0.802,0.198,8
r-13556,NORT,0.818,0.182,8
r-13557,NORT,0.998,0.002,8
r-13558,NORT,0.508,0.492,8
r-13559,NORT,0.651,0.349,8
r-13560,NORT,0.824,0.176,8
r-13561,NORT,0.777,0.223,8
r-13562,NORT,0.851,0.149,8
r-13563,NORT,0.712,0.288,8
r-13564,NORT,0.522,0.478,8
r-13565,NORT,1,0,8
r-13566,NORT,0.468,0.532,8
r-13567,NORT,0.553,0.447,8
r-13568,NORT,0.848,0.152,8
r-13569,NORT,0.677,0.323,8
r-13570,NORT,0.609,0.391,8
r-13571,NORT,0.635,0.365,8
r-13572,NORT,0.72,0.28,8
r-13573,NORT,0.987,0.013,8
r-13574,NORT,0.569,0.431,8
r-13575,NORT,0.564,0.436,8
r-13576,NORT,0.846,0.154,8
r-13577,NORT,0.609,0.391,8
r-13578,NORT,1,0,8
r-13579,NORT,0.535,0.465,8
r-13580,NORT,0.592,0.408,8
r-13581,NORT,1,0,8
r-13582,NORT,0.967,0.033,8
r-13583,NORT,0.838,0.162,8
r-13584,NORT,0.886,0.114,8
r-13585,NORT,0.289,0.711,8
r-13586,NORT,0.508,0.492,8
r-13587,NORT,0.729,0.271,8
r-13588,NORT,0.266,0.734,8
r-13589,NORT,0.231,0.769,8
r-13590,NORT,0.909,0.091,8
r-13591,NORT,0.933,0.067,8
r-13592,NORT,0.895,0.105,8
r-13593,NORT,0.725,0.275,8
r-13594,NORT,0.704,0.296,8
r-13595,NORT,0.874,0.126,8
r-13596,NORT,0.865,0.135,8
r-13597,NORT,0.69,0.31,8
r-13598,NORT,0.589,0.411,8
r-13599,NORT,0.72,0.28,8
r-13600,NORT,1,0,8
r-13601,NORT,0.919,0.081,8
r-13602,NORT,0.751,0.249,8
r-13603,NORT,0.771,0.229,8
r-13604,NORT,0.833,0.167,8
r-13605,NORT,0.469,0.531,8
r-13606,NORT,0.581,0.419,8
r-13607,NORT,0.56,0.44,8
r-13608,NORT,0.769,0.231,8
r-13609,NORT,0.912,0.088,8
r-13610,NORT,0.229,0.771,8
r-13611,NORT,0.695,0.305,8
r-13612,NORT,0.626,0.374,8
r-13613,NORT,0.726,0.274,8
r-13614,NORT,0.166,0.834,8
r-13615,NORT,0.957,0.043,8
r-13616,NORT,0.534,0.466,8
r-13617,NORT,0.847,0.153,8
r-13618,NORT,0.684,0.316,8
r-13619,NORT,0.254,0.746,8
r-13620,NORT,0.703,0.297,8
r-13621,NORT,0.95,0.05,8
r-13622,NORT,0.574,0.426,8
r-13623,NORT,0.917,0.083,8
r-13624,NORT,0.808,0.192,8
r-13625,NORT,0.544,0.456,8
r-13626,NORT,0.384,0.616,8
r-13627,NORT,0.256,0.744,8
r-13628,NORT,0.658,0.342,8
r-13629,NORT,0.802,0.198,8
r-13630,NORT,0.679,0.321,8
r-13631,NORT,0.742,0.258,8
r-13632,NORT,0.938,0.062,8
r-13633,NORT,0.703,0.297,8
r-13634,NORT,0.272,0.728,8
r-13635,NORT,0.848,0.152,8
r-13636,NORT,0.454,0.546,8
r-13637,NORT,0.828,0.172,8
r-13638,NORT,0.918,0.082,8
r-13639,NORT,0.332,0.668,8
r-13640,NORT,0.819,0.181,8
r-13641,NORT,0.629,0.371,8
r-13642,NORT,0.364,0.636,8
r-13643,NORT,0.92,0.08,8
r-13644,NORT,0.764,0.236,8
r-13645,NORT,0.684,0.316,8
r-13646,NORT,0.76,0.24,8
r-13647,NORT,0.793,0.207,8
r-13648,NORT,0.937,0.063,8
r-13649,NORT,0.632,0.368,8
r-13650,NORT,0.643,0.357,8
r-13651,NORT,0.796,0.204,8
r-13652,NORT,0.468,0.532,8
r-13653,NORT,0.822,0.178,8
r-13654,NORT,0.747,0.253,8
r-13655,NORT,0.598,0.402,8
r-13656,NORT,0.893,0.107,8
r-13657,NORT,0.563,0.437,8
r-13658,NORT,0.619,0.381,8
r-13659,NORT,0.993,0.007,8
r-13660,NORT,0.642,0.358,8
r-13661,NORT,0.822,0.178,8
r-13662,NORT,0.406,0.594,8
r-13663,NORT,0.962,0.038,8
r-13664,NORT,0.654,0.346,8
r-13665,NORT,1,0,8
r-13666,NORT,0.451,0.549,8
r-13667,NORT,0.749,0.251,8
r-13668,NORT,0.86,0.14,8
r-13669,NORT,0.713,0.287,8
r-13670,NORT,0.7,0.3,8
r-13671,NORT,0.273,0.727,8
r-13672,NORT,0.695,0.305,8
r-13673,NORT,0.909,0.091,8
r-13674,NORT,0.719,0.281,8
r-13675,NORT,0.987,0.013,8
r-13676,NORT,0.718,0.282,8
r-13677,NORT,0.558,0.442,8
r-13678,NORT,0.718,0.282,8
r-13679,NORT,0.869,0.131,8
r-13680,NORT,0.492,0.508,8
r-13681,NORT,0.75,0.25,8
r-13682,NORT,0.757,0.243,8
r-13683,NORT,0.603,0.397,8
r-13684,NORT,0.976,0.024,8
r-13685,NORT,0.88,0.12,8
r-13686,NORT,0.523,0.477,8
r-13687,NORT,0.801,0.199,8
r-13688,NORT,0.562,0.438,8
r-13689,NORT,0.748,0.252,8
r-13690,NORT,0.602,0.398,8
r-13691,NORT,0.596,0.404,8
r-13692,NORT,0.706,0.294,8
r-13693,NORT,0.84,0.16,8
r-13694,NORT,0.987,0.013,8
r-13695,NORT,0.746,0.254,8
r-13696,NORT,0.739,0.261,8
r-13697,NORT,0.432,0.568,8
r-13698,NORT,0.988,0.012,8
r-13699,NORT,0.817,0.183,8
r-13700,NORT,0.924,0.076,8
r-13701,NORT,0.805,0.195,8
r-13702,NORT,0.727,0.273,8
r-13703,NORT,0.694,0.306,8
r-13704,NORT,0.728,0.272,8
r-13705,NORT,0.903,0.097,8
r-13706,NORT,0.778,0.222,8
r-13707,NORT,0.653,0.347,8
r-13708,NORT,0.74,0.26,8
r-13709,NORT,0.57,0.43,8
r-13710,NORT,0.723,0.277,8
r-13711,NORT,0.641,0.359,8
r-13712,NORT,0.933,0.067,8
r-13713,NORT,0.874,0.126,8
r-13714,NORT,0.936,0.064,8
r-13715,NORT,0.479,0.521,8
r-13716,NORT,0.795,0.205,8
r-13717,NORT,0.675,0.325,8
r-13718,NORT,0.859,0.141,8
r-13719,NORT,0.996,0.004,8
r-13720,NORT,0.739,0.261,8
r-13721,NORT,0.66,0.34,8
r-13722,NORT,0.619,0.381,8
r-13723,NORT,0.897,0.103,8
r-13724,NORT,0.829,0.171,8
r-13725,NORT,0.421,0.579,8
r-13726,NORT,0.738,0.262,8
r-13727,NORT,0.819,0.181,8
r-13728,NORT,0.235,0.765,8
r-13729,NORT,0.469,0.531,8
r-13730,NORT,1,0,8
r-13731,NORT,0.806,0.194,8
